ROUTE,STOPNAME,TAZ_Distri
37,SW 37 AV SW 20 ST,17
37,SW 37 AV SW 17 ST,17
37,SW 37 AV SW 16 ST,17
37,SW 37 AV SW 14 ST,17
37,SW 37 AV SW 12 ST,17
37,SW 37 AV SW 9 TE,17
37,SW 37 AV SW 8 ST,30
37,SW 37 AV SW 4 ST,30
37,SW 37 AV W FLAGLER ST,30
37,NW 37 AV NW FLAGLER TE,30
37,NW 37 AV NW 2 TE,30
37,NW 37 AV NW 4 ST,30
37,NW 37 AV NW 7 ST,22
37,NW 37 AV NW 9 ST,22
37,NW 37 AV NW 11 ST,22
37,NW 37 AV NW 12 TE,22
37,NW 37 AV NW 14 TE,22
37,NW 37 AV NW 16 ST,22
37,NW 37 AV NW 17 ST,22
37,NW 37 AV NW 18 TE,22
37,NW 21 ST NW 37 AV,25
37,MIAMI INTERNATIONAL AIRPORT,25
37,NW 42 AV NW 25 ST,25
37,NW 42 AV NW 27 ST,25
37,NW 42 AV NW 28 ST,25
37,NW 42 AV NW 30 ST,25
37,SERVICE RD NW 42 AV,25
37,NW 36 ST COOLIDGE DR,14
37,NW 36 ST RAGAN ST,14
37,NW 36 ST FORREST DR,14
37,NW 36 ST EAST DR,14
37,EAST DR LABARON DR,14
37,EAST DR EASTWARD DR,14
37,EAST DR S ROYAL POINCIANA BD,14
37,HIALEAH DR E 4 AV,12
37,HIALEAH DR E 3 AV,12
37,E 2 AV HIALEAH DR,12
37,E 3 ST E 1 AV,12
37,E 1 AV E 5 ST,12
37,E 1 AV E 7 ST,12
37,E 1 AV E 9 ST,12
37,E 1 AV E 11 ST,12
37,E 1 AV E 14 ST,12
37,E 1 AV E 17 ST,12
37,E 1 AV E 19 ST,12
37,HIALEAH STA 115 E 21 ST,12
37,E 21 ST E 1 AV,12
37,PALM AV E 22 ST,11
37,PALM AV E 25 ST,11
37,PALM AV E 27 ST,11
37,PALM AV W 29 ST,11
37,PALM AV E 32 ST,11
37,PALM AV E 34 ST,11
37,PALM AV E 36 ST,11
37,PALM AV E 38 ST,11
37,PALM AV E 39 ST,11
37,PALM AV E 41 ST,11
37,PALM AV E 43 ST,11
37,PALM AV E 45 ST,11
37,PALM AV # 4735,11
37,PALM AV E 49 ST,11
37,PALM AV E 51 PL,11
37,PALM AV # 5385,11
37,PALM AV E 55 ST,11
37,PALM AV E 57 ST,11
37,PALM AV E 60 ST,11
37,PALM AV E 62 ST,11
37,PALM AV E 64 ST,11
37,W 65 ST W 1 AV,11
37,W 65 ST W 2 AV,11
37,W 2 CT # 6595,11
37,W 3 CT W 68 ST,11
37,W 3 CT W 71 ST,11
37,W 3 CT W 74 PL,11
37,W 4 AV W 75 ST,11
37,W 78 PL W 4 AV,11
37,W 78 RD W 2 CT,11
37,W 2 CT OP # 7575,11
37,W 2 CT W 74 PL,11
42,TRI RAIL STATION #480 ALI BA,11
42,OPA LOCKA BD ALI BABA AV,11
42,OPA LOCKA BD WEST DR,11
42,SINBAD AV OPA LOCKA BD,11
42,SINBAD AV SUPERIOR ST,11
42,NW 135 ST SINBAD AV,11
42,NW 135 ST NW 32 AV,11
42,NW 135 ST ALEXANDRIA DR,11
42,NW 135 ST CAIRO LA,11
42,NW 135 ST NW 38 CT,11
42,NW 135 ST OP # 4050,11
42,NW 42 AV NW 135 ST,11
42,NW 42 AV NW 132 ST,11
42,NW 42 AV # 12950,11
42,NW 42 AV NW 128 ST,11
42,NW 42 AV # 12620,11
42,NW 42 AV OP # 12601,11
42,E 8 AV # 5900,11
42,E 8 AV E 57 ST,11
42,E 8 AV E 55 ST,11
42,E 8 AV E 53 ST,11
42,E 8 AV E 51 ST,11
42,E 8 AV E 49 ST,11
42,E 8 AV E 47 ST,11
42,E 8 AV E 45 ST,11
42,E 8 AV E 43 ST,11
42,E 8 AV E 41 ST,11
42,E 8 AV E 39 ST,11
42,E 8 AV E 37 ST,11
42,E 8 AV E 35 ST,11
42,E 8 AV E 33 ST,11
42,E 8 AV E 31 ST,11
42,E 8 AV E 29 ST,11
42,E 8 AV E 27 ST,11
42,E 25 ST E 8 AV,11
42,E 25 ST E 9 AV,11
42,E 25 ST E 10 AV,11
42,E 25 ST E 11 AV,11
42,NW 37 AV NW 80 ST,11
42,NW 37 AV # 8303,11
42,E 8 AV E 25 ST,11
42,E 8 AV E 23 ST,11
42,E 8 AV E 21 ST,12
42,E 8 AV E 19 ST,12
42,E 8 AV E 17 ST,12
42,E 8 AV E 16 ST,12
42,E 8 AV E 13 ST,12
42,E 8 AV E 11 PL,12
42,E 8 AV E 9 ST,12
42,E 8 AV E 5 ST,12
42,NE 8 AV NE 3 PL,12
42,SE 8 AV HIALEAH DR,12
42,SE 8 AV SE 1 PL,12
42,SE 8 AV SE 3 PL,12
42,SE 8 AV SE 4 PL,12
42,SE 8 AV SE 6 PL,12
42,SE 8 AV SE 8 PL,12
42,SE 8 AV SE 10 PL,12
42,SE 8 AV OKEECHOBEE RD,12
42,MIA SPRINGS CIR N ROYAL,14
42,MIA SPRINGS CIR N ROYAL POIN,14
42,MIAMI SPRINGS CR CURTISS PY,14
42,SOUTH DR S ROYAL POINCIANA B,14
42,SOUTH DR MORNINGSIDE DR,14
42,SOUTH DR PINECREST DR,14
42,SOUTH DR EASTWARD DR,14
42,SOUTH DR LA BARON DR,14
42,SOUTH DR OAKWOOD DR,14
42,SOUTH DR NW 36 ST,14
42,NW 36 ST SOUTH DR,14
42,NW 36 ST LA VILLA DR,14
42,NW 36 ST MILLER DR,14
42,NW 36 ST LEE DR,14
42,NW 42 AV NW 36 ST,14
42,NW 42 AV NW 27 ST,25
42,MIAMI INTERNATIONAL AIRPORT,25
42,NW 42 AV NW 18 ST,25
42,NW 42 AV NW 11 ST,25
42,NW 42 AV NW 7 ST,31
42,NW 42 AV NW 4 ST,31
42,SW 42 AV W FLAGLER ST,31
42,SW 42 AV SW 2 TE,31
42,SW 42 AV SW 4 ST,31
42,SW 42 AV SW 8 ST,17
42,SW 42 AV SW 11 ST,17
42,SW 42 AV SW 13 TE,17
42,SW 42 AV SW 15 ST,17
42,SW 42 AV MADEIRA AV,17
42,SW 42 AV NAVARRE AV,17
42,SW 42 AV GIRALDA AV,17
42,SW 42 AV CORAL WY,17
42,SW 42 AV ANDALUSIA AV,17
42,SW 42 AV ALMERIA AV,17
42,SW 42 AV SEVILLA AV,17
42,SW 42 AV MALAGA AV,17
42,SW 42 AV UNIVERSITY DR,17
42,SW 42 AV CAMILO AV,17
42,SW 42 AV ALEDO AV,17
42,SW 42 AV FLUVIA AV,17
42,SW 40 ST SW 42 AV,17
42,SW 40 ST SW 39 AV,17
42,SW 40 ST SW 37 AV,17
42,DOUGLAS RD STATION 3100,9
42,DOUGLAS RD STATION 3100 SW 3,17
42,DOUGLAS RD STATION 3100 SW 3,9
42,SW 40 ST PONCE DE LEON BD,17
42,SW 40 ST SALZEDO ST,17
42,SW 42 AV CANDIA AV,17
42,SW 42 AV VISCAYA AV,17
42,SW 42 AV CADIMA AV,17
42,SW 42 AV CAMILO AV,17
42,SW 42 AV UNIVERSITY DR,17
42,SW 42 AV CATALONIA AV,17
42,SW 42 AV ALMERIA AV,17
42,SW 42 AV ANDALUSIA AV,17
42,SW 42 AV CORAL WY,17
42,SW 42 AV ARAGON AV,17
42,SW 42 AV ALCAZAR,17
42,SW 42 AV SW 16 TE,17
42,SW 42 AV SW 15 ST,17
42,SW 42 AV SW 13 ST,17
42,SW 42 AV SW 10 ST,17
42,SW 42 AV SW 8 ST,31
42,SW 42 AV SW 5 TE,31
42,SW 42 AV SW 4 ST,31
42,SW 42 AV SW 2 ST,31
42,SW 42 AV W FLAGLER ST,31
42,NW 42 AV NW 2 ST,31
42,NW 42 AV NW 4 ST,31
42,NW 42 AV NW 5 ST,31
42,NW 42 AV NW 7 ST,31
42,NW 42 AV NW 11 ST,31
42,NW 42 AV NW 14 ST,25
42,MIAMI INTERNATIONAL AIRP,25
42,MIAMI INTERNATIONAL AIRPORT,25
42,NW 42 AV NW 25 ST,25
42,NW 42 AV NW 27 ST,25
42,NW 42 AV NW 28 ST,25
42,NW 42 AV NW 30 ST,25
42,OKEECHOBEE RD LE JEUNE RD,14
42,MIA SPRINGS CIR N ROYAL,14
42,MIA SPRINGS CIR N ROYAL POIN,14
42,SE 8 AV SE 11 PL,12
42,SE 8 AV SE 10 PL,12
42,SE 8 AV SE 8 ST,12
42,SE 8 AV SE 6 PL,12
42,SE 8 AV SE 4 PL,12
42,SE 8 AV SE 4 ST,12
42,SE 8 AV SE 1 PL,12
42,NE 8 AV HIALEAH DR,12
42,NE 8 AV NE 3 PL,12
42,E 8 AV E 6 ST,12
42,E 8 AV E 7 ST,12
42,E 8 AV E 9 ST,12
42,E 8 AV E 11 PL,12
42,E 8 AV E 13 ST,12
42,E 8 AV E 17 ST,12
42,E 8 AV E 19 ST,12
42,E 8 AV E 21 ST,12
42,E 8 AV E 23 ST,11
42,E 8 AV E 25 ST,11
42,E 25 ST E 8 AV,11
42,E 25 ST E 9 AV,11
42,E 25 ST E 10 AV,11
42,E 25 ST E 11 AV,11
42,NW 37 AV NW 80 ST,11
42,NW 37 AV # 8303,11
42,E 8 AV E 26 ST,11
42,E 8 AV E 29 ST,11
42,E 8 AV E 31 ST,11
42,E 8 AV E 33 ST,11
42,E 8 AV E 35 ST,11
42,E 8 AV E 37 ST,11
42,E 8 AV E 39 PL,11
42,E 8 AV E 41 ST,11
42,E 8 AV E 43 ST,11
42,E 8 AV E 45 ST,11
42,E 8 AV E 47 ST,11
42,E 8 AV E 49 ST,11
42,E 8 AV E 51 ST,11
42,E 8 AV E 53 ST,11
42,E 8 AV E 56 ST,11
42,E 8 AV # 6101,11
42,NW 42 AV NW 42/37AV CONNECTO,11
42,E 8 AV E 65 ST,11
42,NW 42 AV NW 119 ST,11
42,NW 42 AV # 12601,11
42,NW 42 AV NW 127 ST,11
42,NW 42 AV NW 128 ST,11
42,NW 42 AV OP #12950,11
42,NW 42 AV NW 132 ST,11
42,NW 135 ST NW 42 AV,11
42,NW 135 ST # 4050,11
42,NW 135 ST NW 38 CT,11
42,NW 135 ST # 3680,11
42,NW 135 ST ALEXANDRIA DR,11
42,NW 135 ST NW 32 AV,11
42,SINBAD AV NW 135 ST,11
42,SINBAD AV OPA LOCKA BD,11
42,OPA LOCKA BD RUTLAND ST,11
42,OPA LOCKA BD ALI BABA AV,11
42,OPA LOCKA BD CALIPH AV,11
42,SHARAZAD BD PERVIZ AV,11
42,TRI RAIL STATION #480 AL,11
42,TRI RAIL STATION #480 ALI BA,11
51,SW 132 AV SW 8 ST,15
51,SW 132 AV SW 12 ST,15
51,SW 132 AV SW 13 ST,15
51,SW 132 AV SW 18 ST,15
51,SW 18 ST SW 137 AV,15
51,SW 137 AV SW 18 ST,15
51,SW 137 AV SW 22 ST,15
51,SW 26 ST SW 137 AV,15
51,SW 26 ST SW 134 AV,15
51,SW 26 ST SW 132 AV N,15
51,SW 26 ST SW 132 AV S,15
51,SW 26 ST SW 130 AV,15
51,SW 26 ST SW 129 AV,15
51,SW 26 ST SW 127 AV,15
51,SW 26 ST SW 124 AV,15
51,SW 122 AV SW 26 ST,15
51,SW 122 AV SW 22 ST,15
51,SW 122 AV SW 20 TE,15
51,SW 122 AV SW 18 ST,15
51,SW 122 AV SW 14 ST,15
51,SW 122 AV SW 10 ST,15
51,WALSH BD SW 5 ST,39
51,WALSH BD SW 4 ST,39
51,W FLAGLER ST SW 118 AV E/F,38
51,W FLAGLER ST SW 115 AV,38
51,W FLAGLER ST SW 114 AV,38
51,W FLAGLER ST SW 113 AV,38
51,W FLAGLER ST SW 112 AV,38
51,W FLAGLER ST SW 109 AV,38
51,W FLAGLER ST SW 108 AV,38
51,W FLAGLER ST SW 107 AV,37
51,W FLAGLER ST SW 102 AV,37
51,W FLAGLER ST SW 97 AV,37
51,W FLAGLER ST # 9250,36
51,W FLAGLER ST FONTAINEBLEAU B,36
51,W FLAGLER ST SW 87 AV,35
51,W FLAGLER ST SW 78 PL,34
51,W FLAGLER ST SW 72 AV,34
51,W FLAGLER ST SW 67 AV,34
51,W FLAGLER ST SW 61 AV,33
51,W FLAGLER ST SW 57 AV,32
51,W FLAGLER ST SW 47 AV,31
51,W FLAGLER ST SW 41 AV,31
51,W FLAGLER ST SW 37 AV,30
51,W FLAGLER ST SW 27 AV,30
51,NW 1 ST NW 1 AV,20
51,NW 1 ST NW 1 AV,20
51,W FLAGLER ST NW 12 AV,27
51,W FLAGLER ST NW 27 AV,29
51,W FLAGLER ST NW 37 AV,31
51,W FLAGLER ST NW 42 AV,31
51,W FLAGLER ST NW 47 AV,31
51,W FLAGLER ST NW 57 AV,32
51,W FLAGLER ST NW 61 AV,33
51,W FLAGLER ST NW 67 CT,33
51,W FLAGLER ST # 7167,33
51,W FLAGLER ST NW 79 AV,34
51,W FLAGLER ST NW 87 AV,35
51,W FLAGLER ST FONTAINEBLEAU B,36
51,W FLAGLER ST OP # 9250,36
51,W FLAGLER ST NW 97 AV,37
51,W FLAGLER ST NW 102 AV,37
51,W FLAGLER ST NW 107 AV,38
51,W FLAGLER ST NW 108 CT,38
51,W FLAGLER ST NW 109 AV,38
51,W FLAGLER ST NW 112 AV,39
51,W FLAGLER ST # 11303,39
51,W FLAGLER ST # 11495,39
51,SW 118 AV W FLAGLER ST S/F,39
51,WALSH BD SW 4 ST,39
51,WALSH BD SW 5 ST,39
51,SW 122 AV SW 10 ST,15
51,SW 122 AV SW 14 ST,15
51,SW 122 AV SW 16 TE,15
51,SW 122 AV SW 20 TE,15
51,SW 122 AV SW 22 ST,15
51,SW 122 AV SW 26 ST,15
51,SW 26 ST SW 124 AV,15
51,SW 26 ST SW 127 AV,15
51,SW 26 ST SW 129 AV,15
51,SW 26 ST SW 130 AV,15
51,SW 26 ST SW 131 PL,15
51,SW 26 ST SW 134 AV,15
51,SW 26 ST SW 137 AV,15
51,SW 137 AV SW 26 ST,15
51,SW 137 AV SW 22 ST,15
51,SW 137 AV SW 18 ST,15
51,SW 132 AV SW 8 ST,15
73,DADELAND SOUTH STA 9150 DADE,17
73,DADELAND BD SW 88 ST,17
73,SW 88 ST SW 69 CT,9
73,SW 88 ST SW 68 CT,9
73,SW 67 AV SW 88 ST,9
73,SW 67 AV US 1,9
73,SW 67 AV SW 80 ST,17
73,SW 67 AV SW 78 TE,17
73,SW 67 AV SW 76 TE,17
73,SW 67 AV SW 74 ST,17
73,SW 67 AV SW 72 ST,17
73,SW 67 AV SW 69 TE,17
73,SW 67 AV SW 67 ST,17
73,SW 67 AV SW 65 TE,17
73,SW 67 AV SW 64 ST,17
73,SW 67 AV SW 62 TE,17
73,SW 67 AV SW 61 ST,17
73,SW 67 AV SW 60 ST,17
73,SW 67 AV SW 57 TE,17
73,SW 67 AV SW 54 ST,17
73,SW 67 AV SW 52 TE,17
73,SW 67 AV SW 50 TE,17
73,SW 67 AV SW 48 ST,17
73,SW 67 AV SW 47 ST,17
73,SW 67 AV SW 44 ST,17
73,SW 67 AV SW 40 ST,17
73,SW 67 AV SW 39 ST,17
73,SW 67 AV SW 36 ST,17
73,SW 67 AV SW 34 ST,17
73,SW 67 AV SW 32 ST,17
73,SW 67 AV SW 30 ST,17
73,SW 67 AV SW 28 ST,17
73,SW 67 AV SW 27 ST,17
73,SW 67 AV SW 25 TE,17
73,SW 67 AV SW 24 ST,17
73,SW 67 AV SW 21 ST,17
73,SW 67 AV SW 18 ST,17
73,SW 67 AV SW 14 ST,17
73,SW 67 AV SW 12 ST,17
73,SW 67 AV SW 10 ST,17
73,SW 67 AV SW 8 ST,33
73,SW 67 AV SW 6 ST,33
73,SW 67 AV SW 4 ST,33
73,SW 67 AV SW 2 ST,33
73,W FLAGLER ST NW 67 CT,33
73,W FLAGLER ST NW 69 AV,33
73,W FLAGLER ST # 7167,33
73,NW 72 AV NW 1 TE,34
73,NW 72 AV NW 2 TE,34
73,NW 72 AV NW 4 ST,34
73,NW 72 AV NW 7 ST,14
73,NW 72 AV NW 11 ST,14
73,NW 12 ST NW 72 AV,14
73,MILAM DAIRY RD NW 14 ST,14
73,NW 72 AV NW 16 ST,14
73,NW 72 AV # 1851,14
73,NW 72 AV # 2141,14
73,NW 72 AV NW 22 ST,14
73,NW 72 AV NW 25 ST,14
73,NW 72 AV OP # 2800,14
73,NW 72 AV NW 30 ST,14
73,NW 72 AV NW 33 TE,14
73,NW 72 AV NW 35 TE,14
73,NW 72 AV NW 36 ST,14
73,NW 72 AV NW 42 ST,14
73,NW 72 AV # 4535,14
73,NW 72 AV # 4855,14
73,NW 72 AV NW 52 ST,14
73,NW 72 AV NW 53 TE,14
73,NW 72 AV NW 56 ST,14
73,NW 72 AV NW 58 ST,14
73,NW 72 AV NW 61 ST,14
73,NW 72 AV NW 64 ST,14
73,NW 72 AV NW 66 ST,14
73,NW 72 AV NW 70 ST,14
73,NW 72 AV NW 74 ST,14
73,NW 74 ST NW 72 AV,14
73,NW 74 ST # 6900,14
73,OKEECHOBEE RD STA 2005 W OKE,12
73,W 19 ST OKEECHOBEE RD,12
73,W 12 AV W 23 ST,11
73,W 12 AV W 26 ST,11
73,W 12 AV W 27 ST,11
73,W 12 AV W 30 ST,11
73,W 12 AV W 32 ST,11
73,W 12 AV W 33 PL,11
73,W 12 AV W 35 ST,11
73,W 12 AV W 37 ST,11
73,W 12 AV W 40 PL,11
73,W 12 AV W 42 ST,11
73,W 12 AV W 44 PL,11
73,W 12 AV W 46 ST,11
73,W 12 AV W 48 ST,11
73,W 12 AV W 50 ST,11
73,W 12 AV W 51 PL,11
73,W 12 AV W 54 ST,11
73,W 12 AV W 56 ST,11
73,W 12 AV W 58 ST,11
73,W 12 AV W 60 ST,11
73,W 12 AV W 63 ST,11
73,W 12 AV W 66 ST,11
73,W 12 AV W 68 ST,11
73,W 12 AV W 70 PL,11
73,W 12 AV W 74 ST,11
73,W 12 AV W 76 ST,11
73,W 12 AV W 78 ST,11
73,W 12 AV W 84 ST,11
73,W 84 ST # 940,11
73,W 84 ST W 8 AV,11
73,NW 60 AV NW 139 ST,11
73,NW 60 AV NW 142 ST,11
73,NW 60 AV APPROX # 14401,11
73,NW 60 AV MIAMI LAKES DR,11
73,MIAMI LAKES DR E PENT PL,11
73,MIAMI LAKES DR E # 15010,11
73,MIAMI LAKES DR E NW 67 AV,11
73,NW 67 AV EAGLE NEST LN S,11
73,NW 67 AV MAIN ST,11
73,NW 67 AV EAGLE NEST LN N,11
73,NW 67 AV MIAMI LAKEWAY N,11
73,NW 67 AV KINGSMORE WAY,11
73,NW 67 AV WINDMILL GATE RD,11
73,NW 174 ST NW 67 AV,11
73,NW 68 AV OP # 17530,11
73,NW 68 AV NW 179 ST,11
73,NW 68 AV NW 182 ST,11
73,NW 73 AV NW186 ST S-F,11
73,NW 73 AV NW186 ST S-F,11
73,NW 68 AV NW 179 ST,11
73,NW 68 AV # 17600,11
73,NW 67 AV LOCH NESS,11
73,NW 67 AV MIAMI LAKEWAY N,11
73,NW 67 AV BULL RUN RD,11
73,NW 67 AV MAIN ST,11
73,NW 67 AV NEW BARN RD,11
73,MIAMI LAKES DR E NW 67 AV,11
73,MIAMI LAKES DR E OP # 15000,11
73,MIAMI LAKES DR E PENT PL,11
73,NW 60 AV MIAMI LAKES DR,11
73,NW 60 AV # 14740,11
73,NW 60 AV # 14400,11
73,NW 60 AV NW 142 ST,11
73,NW 60 AV NW 139 ST,11
73,NW 138 ST OP # 830,11
73,NW 138 ST OP # 940,11
73,W 12 AV W 84 ST,11
73,W 12 AV W 79 ST,11
73,W 12 AV W 78 ST,11
73,W 12 AV W 71 ST,11
73,W 12 AV W 69 ST,11
73,W 12 AV W 68 ST,11
73,W 12 AV W 64 TE,11
73,W 12 AV W 60 TE,11
73,W 12 AV W 60 ST,11
73,W 12 AV W 58 ST,11
73,W 12 AV W 55 ST,11
73,W 12 AV W 51 PL,11
73,W 12 AV W 50 ST,11
73,W 12 AV W 49 ST,11
73,W 12 AV #4650,11
73,W 12 AV W 44 PL,11
73,W 12 AV W 42 ST,11
73,W 12 AV W 39 TE,11
73,W 12 AV W 37 ST,11
73,W 12 AV W 34 ST,11
73,W 12 AV W 31 ST,11
73,W 12 AV W 29 ST,11
73,W 12 AV W 28 ST,11
73,W 12 AV W 26 PL,11
73,W 12 AV W 25 ST,11
73,W 12 AV W 23 ST,11
73,OKEECHOBEE RD STA 2005 W OKE,12
73,W 19 ST OKEECHOBEE RD,12
73,NW 74 ST NW 69 AV RD,14
73,NW 74 ST # 7101,14
73,NW 72 AV NW 74 ST,14
73,NW 72 AV NW 70 ST,14
73,NW 72 AV NW 66 ST,14
73,NW 72 AV NW 64 ST,14
73,NW 72 AV NW 61 ST,14
73,NW 72 AV NW 58 ST,14
73,NW 72 AV NW 56 ST,14
73,NW 72 AV NW 54 ST,14
73,NW 72 AV NW 50 ST,14
73,NW 72 AV OP # 4751,14
73,NW 72 AV NW 44 ST,14
73,NW 72 AV NW 41 ST,14
73,NW 72 AV NW 36 ST,14
73,NW 72 AV NW 35 ST,14
73,NW 72 AV NW 33 ST,14
73,NW 72 AV NW 31 ST,14
73,NW 72 AV # 2800,14
73,NW 72 AV NW 25 ST,14
73,NW 72 AV # 2300,14
73,NW 72 AV # 2200,14
73,NW 72 AV NW 19 ST,14
73,NW 72 AV NW 16 ST,14
73,MILAM DAIRY RD NW 14 ST,14
73,NW 12 ST NW 72 AV,14
73,NW 72 AV NW 11 ST,14
73,FRONTAGE RD,14
73,NW 72 AV NW 6 ST,34
73,NW 72 AV NW 4 ST,34
73,NW 72 AV NW 2 TE,34
73,W FLAGLER ST SW 72 AV,34
73,W FLAGLER ST SW 71 AV,34
73,W FLAGLER ST SW 69 AV,34
73,W FLAGLER ST SW 67 CT,34
73,W FLAGLER ST SW 67 AV,34
73,SW 67 AV W FLAGLER ST,34
73,SW 67 AV # 330,33
73,SW 67 AV SW 6 ST,34
73,SW 67 AV SW 8 ST,17
73,SW 67 AV SW 12 ST,17
73,SW 67 AV SW 14 ST,17
73,SW 67 AV SW 18 ST,17
73,SW 67 AV SW 20 ST,17
73,SW 67 AV SW 21 ST,17
73,SW 67 AV SW 23 ST,17
73,SW 67 AV SW 24 ST,17
73,SW 67 AV SW 26 TE,17
73,SW 67 AV SW 28 ST,17
73,SW 67 AV SW 29 ST,17
73,SW 67 AV SW 30 ST,17
73,SW 67 AV SW 32 TE,17
73,SW 67 AV SW 34 ST,17
73,SW 67 AV N WATERWAY DR,17
73,SW 67 AV SW 39 ST,17
73,SW 67 AV SW 40 ST,17
73,SW 67 AV SW 44 ST,17
73,SW 67 AV SW 46 ST,17
73,SW 67 AV SW 48 ST,17
73,SW 67 AV SW 49 TR,17
73,SW 67 AV SW 51 TE,17
73,SW 67 AV SW 53 ST,17
73,SW 67 AV SW 54 ST,17
73,SW 67 AV SW 56 ST,17
73,SW 67 AV SW 57 TE,17
73,SW 67 AV SW 60 ST,17
73,SW 67 AV SW 64 ST,17
73,SW 67 AV SW 65 TE,17
73,SW 67 AV SW 67 ST,17
73,SW 67 AV SW 69 TE,17
73,SW 67 AV # 7000,17
73,SW 67 AV SW 72 ST,17
73,SW 67 AV SW 75 TE,17
73,SW 67 AV SW 77 TE,17
73,SW 67 AV SW 80 ST,17
73,SW 67 AV US 1,9
73,SW 67 AV SW 88 ST,9
73,SW 88 ST SW 68 CT,9
73,SW 88 ST US 1,9
73,SW 88 ST SW 72 CT,17
73,DADELAND BD SW 88 ST,17
73,DADELAND SOUTH STA 9150,17
73,DADELAND SOUTH STA 9150 DADE,9
77,NW 7 AV NW 183 ST,10
77,NW 7 AV NW 186 DR,10
77,NW 7 AV NW 189 TE,10
77,NW 7 AV NW 191 ST,10
77,NW 7 AV NW 194 ST,10
77,NW 7 AV NW 195 TE,10
77,NW 7 AV NW 197 ST,10
77,NW 199 ST NW 6 AV,10
77,NW 199 ST NW 5 AV,10
77,NW 199 ST NW 2 AV,10
77,NW 2 AV NW 195 ST,10
77,NW 2 AV NW 191 ST,10
77,NW 2 AV NW 188 ST,10
77,NW 2 AV OP # 18601,10
77,NW 183 ST NW 7 AV,10
77,NW 183 ST NW 5 AV,10
77,NW 183 ST NW 3 AV,10
77,NW 2 AV NW 183 ST,10
77,NW 2 AV NW 181 ST,10
77,NW 2 AV NW 179 ST,10
77,NW 2 AV NW 177 ST,10
77,GOLDEN GLADES NW 7 AV,11
77,GOLDEN GLADES TERMINAL,11
77,NW 7 AV OP # 15781,11
77,NW 7 AV NW 155 LA,11
77,NW 7 AV S BISCAYNE RIVER DR,11
77,NW 7 AV NW 151 ST,11
77,NW 7 AV NW 148 ST,11
77,NW 7 AV NW 146 ST,11
77,NW 7 AV NW 145 ST,11
77,NW 7 AV NW 143 ST,11
77,NW 7 AV NW 141 ST,11
77,NW 7 AV NW 139 ST,11
77,NW 7 AV OPA LOCKA BD,11
77,NW 7 AV NW 135 ST,11
77,NW 7 AV NW 133 ST,11
77,NW 7 AV NW 131 ST,11
77,NW 7 AV NW 129 ST,11
77,NW 7 AV NW 127 ST,11
77,NW 7 AV NW 125 ST,11
77,NW 7 AV NW 123 ST,11
77,NW 7 AV NW 120 ST,11
77,NW 7 AV NW 116 TE,11
77,NW 7 AV NW 115 ST,11
77,NW 7 AV NW 113 ST,11
77,NW 7 AV NW 111 ST,11
77,NW 7 AV NW 107 ST,11
77,NW 7 AV NW 105 ST,11
77,NW 7 AV NW 103 ST,11
77,NW 7 AV NW 101 ST,11
77,NW 7 AV NW 99 ST,11
77,NW 7 AV NW 97 ST,11
77,NW 7 AV NW 95 ST,11
77,NW 7 AV # 9150,11
77,NW 7 AV NW 90 ST,11
77,NW 7 AV LITTLE RIVER DR,11
77,NW 7 AV NW 85 ST,11
77,NW 7 AV NW 84 ST,11
77,NW 7 AV NW 83 ST,11
77,NW 7 AV NW 81 ST,11
77,NW 7 AV NW 79 ST,10
77,NW 7 AV NW 77 ST,10
77,NW 7 AV NW 75 ST,10
77,NW 7 AV NW 73 ST,10
77,NW 7 AV NW 71 ST,10
77,NW 7 AV NW 69 ST,10
77,NW 7 AV NW 66 ST,10
77,NW 7 AV NW 64 ST,10
77,NW 7 AV NW 62 ST,10
77,NW 7 AV NW 60 ST,10
77,NW 7 AV NW 58 ST,10
77,NW 7 AV NW 55 TE,10
77,NW 7 AV NW 54 ST,10
77,NW 7 AV NW 52 ST,10
77,NW 7 AV NW 50 ST,12
77,NW 7 AV NW 48 ST,12
77,NW 7 AV NW 47 ST,12
77,NW 7 AV NW 44 ST,12
77,NW 7 AV NW 35 ST,13
77,NW 7 AV NW 34 ST,13
77,NW 7 AV NW 32 ST,13
77,NW 7 AV NW 29 ST,13
77,NW 29 ST NW 7 AV,13
77,NW 7 AV NW 28 ST,13
77,NW 7 AV NW 25 ST,13
77,NW 7 AV NW 24 ST,13
77,NW 7 AV NW 23 ST,13
77,NW 7 AV NW 21 TE,13
77,NW 7 AV NW 20 ST,13
77,NW 7 AV NW 18 TE,13
77,NW 7 AV NW 17 ST,13
77,NW 7 AV NW 15 ST,13
77,NW 7 AV NW 14 ST,13
77,NW 7 AV NW 13 ST,13
77,NW 7 AV NW 11 ST,13
77,NW 7 AV NW 9 ST,13
77,NW 7 AV NW 8 ST RD,13
77,NW 7 AV NW 6 ST,13
77,NW NORTH RIVER D NW 6 AV,26
77,NW NORTH RIVER D NW 3 ST,26
77,NW NORTH RIVER D NW 2 ST,26
77,NW NORTH RIVER D W FLAGLER S,26
77,SW 2 ST SW 2 AV,21
77,SW 1 ST SW 1 CT,20
77,SE 1ST SE 1 AV,20
77,SE 1 ST SE 3 AV,20
77,NE 1 ST NE 3 AV,20
77,NE 1 ST NE 2 AV,20
77,NE 1 ST NE 1 AV,20
